document_completeness,required_field_completeness,eligibility_pass_ratio,budget_consistency,certificate_validity,contradiction_count,duplicate_similarity,suspicious_indicator_count,document_quality,proposal_quality,project_feasibility,environmental_impact,extraction_confidence,risk_class,risk_score,quality_score
0.4,0.4,0.3,0.56,0.22,3,0.45,2,0.44,0.3,0.25,0.35,0.5,HIGH,82.5,36.8
0.8,0.78,0.86,0.76,0.7,0,0.16,0,0.6,0.75,0.53,0.97,0.68,LOW,12.9,98.5
0.89,0.77,0.9,1.0,0.63,0,0.0,0,0.97,0.93,1.0,0.93,0.9,LOW,5.2,64.0
0.75,0.66,0.89,0.67,0.46,1,0.0,2,0.51,0.93,0.46,0.83,0.64,LOW,32.4,63.5
0.66,0.73,0.86,0.87,0.63,5,0.04,4,0.66,0.71,0.79,0.75,0.61,LOW,31.6,51.9
0.51,0.41,0.44,0.54,0.82,5,0.45,5,0.43,0.56,0.58,0.57,0.5,MEDIUM,65.8,44.2
0.72,0.7,1.0,0.72,1.0,1,0.29,4,0.76,0.8,1.0,0.81,0.92,LOW,12.2,74.5
0.68,0.83,1.0,0.75,0.96,1,0.0,0,0.77,0.92,0.61,0.74,0.88,LOW,2.6,73.6
0.9,0.74,0.96,0.93,0.88,0,0.17,0,0.86,0.92,0.86,0.86,0.87,LOW,1.0,92.5
0.9,0.87,0.7,0.94,0.9,0,0.2,0,0.78,0.86,0.99,0.99,0.91,LOW,2.7,74.2
0.4,0.54,0.71,0.89,0.85,3,0.32,0,0.51,0.48,0.56,0.71,0.5,MEDIUM,40.7,70.1
0.4,0.4,0.3,0.75,0.32,5,0.57,2,0.31,0.3,0.44,0.55,0.5,HIGH,86.3,26.5
0.93,0.75,0.89,1.0,0.89,0,0.0,0,0.88,0.75,0.75,0.67,0.76,LOW,3.3,70.5
0.75,0.75,0.72,0.54,0.81,3,0.14,1,0.68,0.75,0.73,0.54,0.88,LOW,26.2,56.9
0.75,0.82,0.84,0.86,0.88,0,0.06,1,1.0,1.0,0.61,1.0,0.85,LOW,1.0,82.7
0.4,0.41,0.57,0.25,0.22,9,0.58,3,0.34,0.3,0.4,0.2,0.5,HIGH,100.0,17.6
0.4,0.41,0.46,0.37,0.67,5,0.31,2,0.45,0.55,0.82,0.32,0.5,MEDIUM,61.7,50.2
0.9,0.71,1.0,1.0,0.79,0,0.0,1,0.81,0.67,0.97,0.84,0.84,LOW,1.4,74.1
0.4,0.4,0.3,0.25,0.33,5,0.25,1,0.3,0.51,0.34,0.62,0.5,HIGH,82.2,42.1
1.0,0.92,0.78,0.98,0.64,1,0.24,0,0.84,0.86,0.89,0.9,0.85,LOW,2.5,68.9
0.61,0.62,0.83,0.57,0.61,2,0.55,3,0.59,0.66,0.44,0.81,0.52,MEDIUM,46.0,45.8
0.4,0.4,0.54,0.31,0.26,5,0.48,2,0.3,0.3,0.39,0.31,0.5,HIGH,93.4,43.7
0.68,0.74,0.8,0.69,0.8,2,0.29,0,0.68,0.46,0.62,0.72,0.74,LOW,32.3,58.7
0.4,0.4,0.3,0.32,0.2,3,0.5,8,0.3,0.3,0.36,0.43,0.5,HIGH,100.0,28.2
0.4,0.4,0.52,0.25,0.32,2,0.39,5,0.3,0.3,0.25,0.45,0.5,HIGH,89.9,28.6
0.5,0.47,0.79,0.85,0.55,6,0.03,1,0.47,0.72,0.8,0.39,0.7,LOW,35.6,44.0
0.6,0.47,0.35,0.53,0.65,3,0.3,3,0.66,0.69,0.48,0.73,0.57,MEDIUM,51.3,44.8
0.72,0.74,0.67,0.69,0.73,1,0.38,2,0.79,0.5,0.54,0.61,0.69,LOW,40.1,45.2
0.5,0.6,0.68,0.5,0.64,3,0.23,1,0.7,0.52,0.62,0.58,0.64,MEDIUM,43.5,59.9
0.63,0.63,0.63,0.67,0.52,1,0.48,4,0.5,0.61,0.95,0.76,0.5,MEDIUM,53.6,57.0
0.49,0.7,0.72,0.46,0.54,1,0.24,1,0.66,0.76,0.57,0.8,0.5,MEDIUM,44.8,53.0
0.88,0.78,0.86,0.8,0.79,0,0.1,1,0.82,0.73,0.82,0.67,0.93,LOW,7.5,69.1
0.65,0.55,0.41,0.47,0.67,3,0.55,4,0.58,0.82,0.5,0.87,0.79,MEDIUM,56.3,34.7
0.52,0.53,0.71,0.6,0.68,5,0.64,3,0.52,0.51,0.47,0.6,0.51,HIGH,72.4,43.5
0.75,0.57,0.61,0.35,0.47,7,0.44,0,0.8,0.55,0.68,0.64,0.57,MEDIUM,58.1,72.4
0.56,0.47,0.3,0.58,0.45,3,0.35,3,0.59,0.33,0.39,0.55,0.5,HIGH,75.5,39.1
0.72,0.76,0.76,0.58,0.72,2,0.02,1,0.72,0.54,0.87,0.73,0.75,LOW,29.6,81.4
0.72,0.79,0.68,0.98,0.56,5,0.11,0,0.7,0.53,0.95,0.69,0.67,LOW,24.5,67.2
0.62,0.59,0.37,0.65,0.41,2,0.58,0,0.75,0.56,0.58,0.58,0.68,MEDIUM,52.7,60.1
0.53,0.63,0.61,0.62,0.61,5,0.39,2,0.47,0.65,0.3,0.74,0.63,MEDIUM,57.6,40.9
0.48,0.7,0.5,0.55,0.58,4,0.49,4,0.6,0.65,0.87,0.73,0.67,HIGH,66.0,62.4
0.4,0.4,0.3,0.25,0.2,6,0.53,4,0.3,0.31,0.25,0.2,0.5,HIGH,100.0,15.3
0.53,0.59,0.52,0.51,0.47,3,0.31,1,0.59,0.53,0.78,0.82,0.61,MEDIUM,51.3,49.6
0.61,0.69,0.75,0.97,0.79,1,0.26,5,0.83,0.56,0.87,0.28,0.77,MEDIUM,41.3,44.7
0.43,0.64,0.67,0.68,0.88,4,0.26,2,0.53,0.55,0.79,0.38,0.75,MEDIUM,48.1,47.5
0.4,0.5,0.38,0.33,0.2,4,0.51,3,0.3,0.3,0.25,0.2,0.5,HIGH,91.2,18.2
0.56,0.4,0.69,0.71,0.69,2,0.07,2,0.72,0.56,0.59,0.38,0.6,MEDIUM,45.6,46.8
0.4,0.4,0.3,0.31,0.31,6,0.57,4,0.3,0.58,0.25,0.64,0.5,HIGH,100.0,32.4
0.82,0.66,0.99,0.76,0.86,0,0.32,0,0.87,0.82,0.92,0.88,0.82,LOW,9.4,91.7
0.97,0.87,1.0,0.9,0.91,1,0.0,3,0.89,1.0,0.98,1.0,0.97,LOW,3.0,79.3
0.87,0.84,0.73,0.79,0.85,1,0.03,2,0.72,0.99,1.0,0.94,0.83,LOW,13.4,77.1
0.84,0.92,0.9,0.77,0.78,0,0.05,1,0.82,0.93,0.89,0.97,0.78,LOW,0.0,72.0
0.71,0.51,0.62,0.57,0.49,3,0.15,0,0.54,0.88,0.49,1.0,0.57,MEDIUM,41.0,68.9
0.54,0.64,0.37,0.66,0.56,4,0.32,1,0.55,0.55,0.68,0.58,0.72,MEDIUM,56.6,32.8
0.6,0.54,0.65,0.6,0.48,2,0.4,4,0.65,0.57,0.62,0.54,0.59,MEDIUM,53.9,56.3
0.79,0.93,0.95,1.0,1.0,0,0.3,0,0.8,0.86,0.79,0.87,0.74,LOW,0.0,90.8
0.76,0.49,0.5,0.43,0.47,4,0.48,8,0.56,0.61,0.53,0.6,0.65,HIGH,86.6,44.6
0.83,0.94,0.79,0.92,0.85,1,0.0,1,0.77,0.7,1.0,0.89,0.63,LOW,11.6,79.3
0.4,0.5,0.43,0.58,0.72,5,0.53,2,0.48,0.6,0.36,0.7,0.5,HIGH,82.9,43.9
0.61,0.6,0.62,0.52,0.5,6,0.44,4,0.56,0.68,0.68,0.67,0.63,HIGH,75.7,34.9
0.82,1.0,0.95,0.72,0.82,0,0.11,0,0.9,0.89,0.88,0.96,0.9,LOW,14.5,80.5
0.61,0.7,0.72,0.83,0.77,3,0.14,1,0.65,0.68,0.49,0.72,0.69,LOW,27.8,81.3
0.59,0.75,0.69,0.57,0.51,5,0.3,1,0.6,0.57,0.67,0.45,0.57,MEDIUM,51.0,64.0
0.75,0.59,0.79,0.68,0.51,4,0.0,2,0.76,0.5,0.55,0.7,0.83,LOW,26.8,54.1
0.4,0.4,0.39,0.25,0.24,6,0.72,5,0.31,0.3,0.25,0.21,0.5,HIGH,100.0,28.6
0.81,1.0,0.87,0.74,1.0,1,0.07,0,0.78,0.8,0.9,0.87,0.95,LOW,4.6,74.4
0.43,0.65,0.64,0.38,0.44,2,0.22,5,0.64,0.79,0.63,0.59,0.61,MEDIUM,62.8,55.8
0.4,0.4,0.56,0.27,0.31,7,0.85,3,0.37,0.62,0.32,0.88,0.5,HIGH,100.0,37.8
0.52,0.75,0.6,0.71,0.6,5,0.21,1,0.61,0.63,0.71,0.82,0.5,MEDIUM,43.3,44.5
0.52,0.4,0.54,0.26,0.43,4,0.56,8,0.3,0.5,0.25,0.25,0.5,HIGH,100.0,8.1
0.4,0.4,0.3,0.32,0.45,7,0.4,2,0.3,0.3,0.34,0.37,0.5,HIGH,95.2,7.5
0.62,0.75,0.82,0.86,0.85,1,0.38,2,0.7,0.74,0.89,0.97,0.81,LOW,22.5,57.8
0.78,0.54,0.77,0.71,0.64,2,0.29,0,0.83,0.86,0.58,0.62,0.71,LOW,28.6,67.1
0.51,0.55,0.43,0.5,0.52,3,0.52,1,0.5,0.61,0.49,0.42,0.66,MEDIUM,62.4,41.3
0.45,0.4,0.3,0.41,0.44,4,0.5,2,0.43,0.3,0.45,0.24,0.5,HIGH,82.0,24.8
0.44,0.55,0.57,0.52,0.73,4,0.0,1,0.7,0.61,0.55,0.8,0.74,MEDIUM,38.1,48.3
0.7,0.5,0.74,0.5,0.59,3,0.33,2,0.56,0.56,0.69,0.48,0.5,MEDIUM,44.7,51.9
0.63,0.5,0.59,0.47,0.71,1,0.46,2,0.66,0.38,0.48,0.49,0.55,MEDIUM,48.1,49.2
0.86,0.67,0.73,1.0,1.0,3,0.43,1,0.64,0.85,0.47,0.8,1.0,MEDIUM,35.2,83.7
0.76,0.87,0.68,0.78,0.88,0,0.0,1,0.75,0.84,1.0,0.63,0.95,LOW,10.4,84.5
0.88,0.83,0.91,0.98,0.82,2,0.3,0,0.79,0.91,0.85,0.87,0.82,LOW,10.7,70.0
0.91,1.0,0.93,0.8,0.7,2,0.0,0,1.0,0.87,1.0,1.0,0.75,LOW,0.0,100.0
0.51,0.86,1.0,0.99,1.0,3,0.23,0,0.69,0.8,0.87,0.7,0.68,LOW,20.7,81.1
0.5,0.55,0.75,0.64,0.37,0,0.26,1,0.84,0.64,0.67,0.68,0.5,LOW,36.9,48.4
0.93,1.0,0.91,0.92,1.0,0,0.03,1,1.0,0.91,0.71,0.8,0.89,LOW,9.8,100.0
0.4,0.43,0.3,0.38,0.33,2,0.43,3,0.3,0.35,0.25,0.42,0.5,HIGH,90.5,40.6
0.4,0.4,0.3,0.25,0.22,4,0.4,0,0.3,0.3,0.33,0.2,0.5,HIGH,85.5,39.4
0.79,0.92,0.84,0.71,0.72,1,0.31,1,0.85,1.0,0.72,0.94,1.0,LOW,13.0,74.8
0.79,0.6,0.87,0.68,0.73,3,0.21,0,0.76,0.82,0.99,0.81,0.87,LOW,22.5,70.7
0.59,0.66,0.49,0.68,0.7,1,0.21,4,0.43,0.51,0.65,0.92,0.5,MEDIUM,50.8,56.2
0.77,1.0,0.69,0.82,0.71,3,0.03,2,0.81,0.79,0.83,1.0,0.98,LOW,25.9,68.9
0.4,0.4,0.38,0.25,0.2,1,0.17,3,0.3,0.36,0.25,0.51,0.5,HIGH,79.6,36.8
0.62,0.64,0.49,0.66,0.67,0,0.46,4,0.49,0.68,0.67,0.44,0.68,MEDIUM,46.8,52.2
0.58,0.54,0.53,0.36,0.45,2,0.18,1,0.5,0.38,0.4,0.4,0.56,MEDIUM,53.9,40.3
0.4,0.69,0.64,0.59,0.58,3,0.18,4,0.47,0.78,0.54,0.41,0.5,HIGH,65.1,40.9
0.4,0.4,0.38,0.38,0.2,2,0.58,6,0.3,0.45,0.57,0.64,0.5,HIGH,94.3,12.7
0.48,0.7,0.72,0.74,0.54,3,0.48,1,0.41,0.61,0.52,0.55,0.5,MEDIUM,53.2,46.5
0.54,0.57,0.88,0.8,0.68,1,0.04,2,0.59,0.69,0.66,0.58,0.58,MEDIUM,38.9,57.1
0.41,0.53,0.58,0.48,0.7,1,0.53,4,0.65,0.71,0.27,0.49,0.61,MEDIUM,63.5,49.2
0.82,0.82,0.84,0.75,0.8,0,0.18,0,0.76,0.66,0.97,1.0,0.75,LOW,0.9,65.6
0.71,0.44,0.64,0.68,0.6,5,0.62,0,0.83,0.5,0.71,0.62,0.71,HIGH,63.9,74.4
0.8,0.73,0.85,0.48,0.75,2,0.21,0,0.59,0.53,0.72,0.94,0.64,LOW,22.4,60.3
0.92,0.87,0.78,0.97,0.9,3,0.07,2,0.7,0.85,1.0,0.96,0.87,LOW,13.2,64.5
0.6,0.45,0.61,0.4,0.34,4,0.52,1,0.44,0.3,0.4,0.51,0.57,HIGH,67.2,44.7
0.81,0.8,0.83,0.85,0.99,3,0.09,0,0.8,0.88,0.96,0.9,0.89,LOW,14.4,69.3
0.94,0.83,0.69,0.97,0.87,1,0.03,0,1.0,0.99,0.79,0.75,0.77,LOW,10.7,86.5
0.79,0.86,1.0,0.95,0.7,0,0.09,0,0.76,0.89,0.66,0.64,0.92,LOW,15.8,63.8
0.4,0.4,0.3,0.25,0.35,4,0.71,3,0.3,0.3,0.29,0.2,0.5,HIGH,100.0,18.4
0.65,0.63,0.69,0.34,0.88,2,0.23,2,0.63,0.56,0.55,0.62,0.63,MEDIUM,37.0,33.9
0.79,1.0,0.66,1.0,0.81,0,0.0,0,0.93,1.0,1.0,0.94,0.89,LOW,2.1,79.9
0.78,0.83,1.0,0.89,0.84,2,0.22,1,0.71,0.71,1.0,0.91,0.78,LOW,16.0,79.1
0.83,0.89,0.76,1.0,0.58,1,0.03,2,0.85,0.7,0.83,0.87,0.87,LOW,18.7,75.3
1.0,0.92,1.0,0.81,1.0,0,0.0,0,1.0,1.0,0.67,1.0,0.9,LOW,0.0,92.7
0.88,0.86,1.0,0.77,0.79,0,0.0,0,0.84,0.91,0.87,0.91,1.0,LOW,0.0,81.7
0.4,0.4,0.42,0.6,0.37,10,0.56,0,0.34,0.33,0.44,0.39,0.5,HIGH,93.7,28.2
0.4,0.48,0.36,0.38,0.2,10,0.45,1,0.32,0.44,0.3,0.25,0.5,HIGH,100.0,12.8
0.75,0.84,0.58,0.86,0.95,0,0.55,0,0.71,0.94,1.0,0.8,0.88,LOW,21.1,74.6
0.45,0.64,0.71,0.7,0.46,5,0.29,2,0.5,0.42,0.74,0.39,0.6,MEDIUM,59.7,55.8
0.52,0.4,0.62,0.47,0.74,4,0.24,6,0.67,0.5,0.32,0.51,0.5,MEDIUM,61.2,61.9
0.81,0.8,0.82,0.69,0.49,0,0.28,0,0.68,0.67,0.73,0.59,0.68,LOW,26.8,73.2
0.71,0.67,0.56,0.73,0.49,2,0.01,0,0.78,0.59,0.7,0.66,0.8,LOW,27.8,52.6
0.73,0.57,0.68,0.67,0.53,0,0.55,0,0.74,0.75,0.59,0.44,0.68,MEDIUM,48.4,47.7
0.4,0.4,0.36,0.44,0.5,8,0.66,7,0.3,0.3,0.25,0.2,0.5,HIGH,100.0,13.7
0.64,0.63,0.6,0.86,0.93,2,0.58,3,0.58,0.63,0.71,0.43,0.62,MEDIUM,46.8,59.1
0.82,0.73,0.85,0.74,0.69,0,0.14,0,0.86,1.0,0.88,0.83,0.75,LOW,3.6,80.1
0.53,0.45,0.69,0.73,0.58,6,0.24,1,0.51,0.52,0.75,0.51,0.57,MEDIUM,54.8,48.1
0.55,0.82,0.59,0.67,0.72,1,0.64,3,0.84,0.69,0.75,0.64,0.59,MEDIUM,45.5,55.9
0.76,0.92,0.83,0.9,0.79,1,0.17,0,0.78,0.78,0.81,1.0,0.98,LOW,7.9,79.8
0.98,0.95,0.73,0.76,0.85,0,0.16,1,1.0,0.81,0.77,0.98,1.0,LOW,4.2,89.4
0.87,0.99,0.81,0.84,0.97,1,0.18,0,0.77,0.72,0.84,0.87,0.83,LOW,3.7,91.1
0.66,0.4,0.52,0.62,0.44,5,0.43,3,0.79,0.61,0.62,0.68,0.61,MEDIUM,70.5,61.2
0.76,0.92,0.63,0.66,0.58,3,0.19,2,0.97,0.72,0.65,0.57,0.77,LOW,31.1,69.3
0.82,1.0,0.82,0.82,0.87,0,0.0,0,0.77,0.74,1.0,0.69,0.85,LOW,9.9,74.4
0.8,0.99,0.93,0.69,0.95,1,0.08,1,0.74,0.91,1.0,0.93,0.84,LOW,7.4,72.7
0.4,0.4,0.33,0.37,0.44,1,0.51,5,0.3,0.3,0.25,0.2,0.51,HIGH,93.8,10.9
0.86,0.98,0.91,0.87,0.89,4,0.44,4,0.97,0.95,0.97,0.87,1.0,LOW,16.6,85.3
0.4,0.41,0.3,0.3,0.27,5,0.45,4,0.3,0.39,0.28,0.2,0.5,HIGH,100.0,0.5
0.93,1.0,0.97,0.96,0.94,0,0.0,0,0.89,0.77,1.0,0.9,1.0,LOW,0.0,81.8
0.4,0.4,0.3,0.39,0.2,7,0.55,2,0.3,0.3,0.25,0.2,0.5,HIGH,100.0,9.7
0.55,0.79,0.73,0.87,0.69,2,0.12,2,0.65,0.77,0.7,0.58,0.68,MEDIUM,39.4,72.7
0.69,0.56,0.67,0.7,0.74,4,0.43,1,0.69,0.74,0.56,0.74,0.79,MEDIUM,52.2,71.4
0.53,0.44,0.48,0.52,0.47,4,0.22,3,0.68,0.38,0.44,0.53,0.54,HIGH,66.2,44.2
0.64,0.71,0.75,0.28,1.0,3,0.25,3,0.71,0.5,0.7,0.39,0.61,MEDIUM,38.9,55.6
0.65,0.75,0.73,0.81,0.75,4,0.22,1,0.82,0.62,0.78,0.66,0.75,MEDIUM,37.9,77.7
0.4,0.4,0.4,0.53,0.37,2,0.56,2,0.3,0.4,0.25,0.2,0.5,HIGH,91.6,17.8
0.4,0.4,0.3,0.35,0.24,2,0.3,3,0.3,0.35,0.32,0.2,0.5,HIGH,94.0,22.3
0.4,0.4,0.34,0.25,0.53,7,0.38,6,0.5,0.44,0.32,0.2,0.53,HIGH,100.0,19.7
0.69,0.57,0.94,1.0,0.87,0,0.3,0,0.63,0.57,0.76,0.6,0.7,LOW,12.2,73.9
0.59,0.64,0.67,0.58,0.76,2,0.48,4,0.66,0.61,0.48,0.88,0.58,MEDIUM,50.6,54.7
0.4,0.4,0.3,0.25,0.2,3,0.57,0,0.3,0.3,0.41,0.2,0.5,HIGH,85.4,20.4
0.82,0.75,0.7,0.99,0.74,0,0.32,1,1.0,0.83,0.93,0.86,0.93,LOW,17.1,86.7
0.72,0.75,0.77,0.69,0.92,2,0.1,3,0.67,0.68,0.85,0.77,0.68,MEDIUM,28.8,61.9
0.72,0.67,0.54,0.89,0.36,3,0.24,2,0.62,0.55,0.96,0.41,0.68,MEDIUM,49.4,70.6
0.67,0.76,0.53,0.92,0.77,1,0.23,0,0.68,0.94,0.73,0.87,0.64,LOW,25.3,64.1
0.9,0.93,0.65,0.59,0.7,1,0.18,1,0.92,0.76,0.68,0.75,1.0,LOW,11.5,82.8
0.68,0.76,0.78,0.96,0.77,1,0.15,4,0.6,0.95,0.88,0.67,0.81,LOW,28.2,65.2
0.57,0.78,0.86,0.59,0.8,3,0.0,1,0.86,0.73,0.66,0.69,0.74,LOW,21.6,76.5
0.81,0.78,0.82,0.73,0.87,1,0.0,0,0.94,0.81,0.79,0.47,0.78,LOW,12.6,56.4
0.98,0.9,0.72,1.0,0.58,0,0.17,0,0.88,0.66,1.0,0.54,0.8,LOW,9.0,80.0
0.81,0.82,0.73,0.79,1.0,1,0.02,0,0.75,0.83,0.82,0.79,0.96,LOW,7.2,64.7
0.79,0.69,0.83,0.82,0.93,1,0.28,1,0.81,0.9,0.77,1.0,0.82,LOW,9.5,100.0
0.44,0.65,0.44,0.49,0.39,5,0.37,4,0.6,0.56,0.6,0.53,0.6,HIGH,79.3,36.3
0.44,0.61,0.39,0.42,0.25,3,0.76,2,0.53,0.33,0.36,0.54,0.59,HIGH,82.9,27.8
0.66,0.65,0.71,0.65,0.49,4,0.29,0,0.86,0.93,0.53,0.8,0.67,MEDIUM,46.3,54.4
0.54,0.46,0.52,0.37,0.58,3,0.2,3,0.38,0.48,0.4,0.65,0.54,HIGH,65.9,30.8
0.69,0.78,0.77,0.91,0.84,1,0.11,1,0.69,0.61,0.92,0.69,0.73,LOW,12.5,66.0
0.4,0.51,0.82,0.25,0.5,2,0.23,2,0.52,0.75,0.59,0.47,0.55,MEDIUM,47.1,40.9
0.9,0.8,0.97,0.97,0.92,0,0.14,2,0.97,0.86,1.0,1.0,0.87,LOW,6.1,86.4
0.85,1.0,0.94,0.81,0.93,0,0.0,0,0.88,0.92,0.66,0.53,0.76,LOW,0.0,80.2
0.93,0.94,0.81,0.8,0.78,2,0.0,0,0.8,1.0,1.0,0.87,0.74,LOW,4.6,80.1
0.52,0.69,0.51,0.68,0.81,1,0.31,2,0.65,0.61,0.71,0.48,0.52,LOW,35.5,69.9
0.76,0.98,0.78,0.8,0.89,3,0.37,0,0.78,0.82,0.77,0.69,0.93,LOW,17.8,79.1
0.4,0.4,0.3,0.25,0.2,4,0.46,5,0.3,0.3,0.37,0.24,0.5,HIGH,97.4,33.1
0.88,0.79,1.0,0.73,1.0,2,0.28,1,0.76,0.7,0.86,1.0,0.87,LOW,12.8,77.2
1.0,1.0,0.91,0.82,0.98,1,0.04,1,0.83,0.92,0.85,0.76,0.8,LOW,0.0,94.2
0.42,0.48,0.3,0.25,0.2,2,0.58,6,0.33,0.3,0.62,0.42,0.5,HIGH,100.0,41.9
0.59,0.63,0.54,0.7,0.61,3,0.14,4,0.65,0.49,0.59,0.56,0.85,MEDIUM,49.9,57.6
0.64,0.51,0.62,0.6,0.69,1,0.49,4,0.65,0.64,0.58,0.36,0.67,MEDIUM,50.8,33.0
0.44,0.54,0.65,0.51,0.59,1,0.26,0,0.55,0.48,0.68,1.0,0.65,MEDIUM,41.4,58.5
0.93,0.81,0.84,0.82,0.9,3,0.31,0,0.83,0.96,0.96,0.8,0.67,LOW,16.0,87.1
0.55,0.4,0.66,0.62,0.51,4,0.45,4,0.59,0.6,0.55,0.2,0.5,MEDIUM,66.1,53.3
0.8,0.69,0.99,0.67,0.74,4,0.14,0,0.78,0.68,0.79,0.82,0.61,LOW,14.9,79.1
0.9,0.85,0.68,0.78,0.65,1,0.17,2,0.66,0.54,0.66,0.67,0.72,LOW,26.4,68.6
0.72,0.72,0.69,0.46,0.61,2,0.58,1,0.63,0.86,0.34,0.59,0.78,MEDIUM,48.0,61.1
0.52,0.78,0.69,0.64,0.74,1,0.15,1,0.77,0.67,0.91,0.8,0.55,LOW,25.1,72.8
0.48,0.53,0.45,0.67,0.63,3,0.33,2,0.51,0.39,0.45,0.53,0.71,MEDIUM,57.1,43.7
0.83,0.88,0.98,0.77,0.78,0,0.0,0,0.91,1.0,0.84,1.0,0.7,LOW,5.4,83.9
0.7,0.8,0.67,0.74,0.94,3,0.36,2,0.52,0.54,0.63,0.42,0.6,MEDIUM,42.3,75.0
0.78,1.0,0.84,0.95,0.65,1,0.0,0,0.95,0.85,0.92,0.51,1.0,LOW,12.8,67.0
0.96,0.87,0.53,0.61,0.75,1,0.0,0,0.85,0.76,0.6,0.6,0.93,LOW,15.0,80.9
0.61,0.63,0.91,0.67,0.57,0,0.38,2,0.56,0.71,0.64,0.45,0.55,LOW,26.2,68.5
0.6,0.44,0.68,0.45,0.74,3,0.42,2,0.67,0.77,0.46,0.35,0.76,MEDIUM,50.8,52.4
0.68,0.65,0.74,0.72,0.84,2,0.57,0,0.58,0.39,0.68,0.57,0.59,MEDIUM,29.4,52.7
0.51,0.67,0.63,0.35,0.62,0,0.61,3,0.52,0.6,0.48,0.53,0.52,MEDIUM,46.6,61.3
0.4,0.49,0.61,0.6,0.52,2,0.21,3,0.57,0.49,0.61,0.51,0.5,MEDIUM,56.3,47.3
1.0,0.91,0.72,0.84,0.9,0,0.02,0,1.0,0.97,0.62,0.83,0.79,LOW,6.0,72.1
0.48,0.63,0.41,0.5,0.51,3,0.43,0,0.45,0.3,0.48,0.55,0.59,MEDIUM,59.9,41.4
0.4,0.4,0.3,0.28,0.28,3,0.46,4,0.3,0.3,0.25,0.2,0.5,HIGH,98.2,12.4
0.58,0.67,0.3,0.29,0.37,3,0.3,2,0.37,0.46,0.43,0.65,0.6,HIGH,70.2,37.5
1.0,0.83,0.88,0.98,0.75,0,0.03,1,0.96,0.78,0.9,0.7,0.95,LOW,5.0,74.1
0.74,0.62,0.9,0.66,0.71,2,0.18,0,0.66,0.61,0.54,0.54,0.59,LOW,26.1,71.1
0.4,0.4,0.3,0.4,0.44,3,0.3,2,0.48,0.58,0.35,0.43,0.5,HIGH,79.3,48.8
0.44,0.51,0.62,0.66,0.58,2,0.45,2,0.64,0.5,0.67,0.6,0.51,MEDIUM,54.2,51.1
0.89,0.78,0.94,0.98,0.8,0,0.1,0,0.91,0.82,0.85,1.0,0.64,LOW,4.0,85.6
0.4,0.45,0.56,0.42,0.58,3,0.43,2,0.63,0.62,0.7,0.68,0.5,MEDIUM,63.2,48.0
0.53,0.57,0.84,0.79,0.55,0,0.43,1,0.44,0.55,0.64,0.46,0.5,MEDIUM,38.8,53.4
0.73,0.45,0.54,0.45,0.52,3,0.14,0,0.63,0.68,0.43,0.42,0.5,MEDIUM,48.3,37.7
1.0,0.95,0.93,0.89,0.68,0,0.05,0,0.73,1.0,0.83,0.81,1.0,LOW,3.9,51.4
0.79,0.88,0.74,0.61,0.76,0,0.0,0,0.78,0.76,0.9,0.83,0.9,LOW,7.6,73.7
0.88,0.91,1.0,1.0,0.89,3,0.09,1,0.83,1.0,1.0,1.0,0.99,LOW,9.7,79.5
0.53,0.54,0.79,0.38,0.55,0,0.06,1,0.65,0.57,0.64,0.76,0.79,LOW,35.0,84.3
0.66,0.58,0.47,0.6,0.67,1,0.29,2,0.54,0.68,0.63,0.71,0.74,MEDIUM,54.6,53.2
0.53,0.55,0.46,0.42,0.33,4,0.6,3,0.42,0.65,0.56,0.36,0.58,HIGH,83.0,61.4
0.6,0.46,0.67,0.55,0.59,4,0.4,2,0.62,0.56,0.38,0.67,0.5,MEDIUM,60.9,62.5
0.51,0.73,0.66,0.71,0.5,0,0.48,1,0.52,0.54,0.7,0.66,0.5,MEDIUM,41.7,51.9
0.4,0.4,0.3,0.25,0.2,6,0.6,3,0.3,0.44,0.25,0.37,0.5,HIGH,100.0,12.6
0.69,0.71,0.9,0.74,0.86,0,0.02,1,0.73,0.73,0.79,0.82,0.85,LOW,8.3,71.2
0.5,0.4,0.56,0.33,0.43,1,0.71,2,0.4,0.35,0.3,0.2,0.5,HIGH,76.7,24.5
0.97,0.84,0.87,1.0,0.93,2,0.0,2,0.87,1.0,1.0,0.9,0.8,LOW,0.0,100.0
0.4,0.4,0.41,0.44,0.29,2,0.55,7,0.3,0.3,0.41,0.23,0.5,HIGH,96.9,21.2
0.89,0.78,1.0,0.99,1.0,2,0.06,0,0.7,0.91,1.0,1.0,0.87,LOW,5.1,88.6
0.89,1.0,0.84,0.96,0.91,0,0.0,0,1.0,1.0,0.78,0.76,0.91,LOW,2.6,73.7
1.0,0.97,0.92,0.68,1.0,2,0.27,2,0.96,1.0,0.83,0.77,0.98,LOW,0.0,89.0
0.46,0.4,0.68,0.76,0.52,0,0.21,3,0.4,0.66,0.46,0.6,0.5,MEDIUM,51.9,42.8
0.4,0.4,0.3,0.29,0.2,10,0.48,8,0.44,0.3,0.25,0.25,0.5,HIGH,100.0,14.4
0.66,0.77,0.49,0.42,0.63,1,0.53,3,0.75,0.55,0.33,0.63,0.84,MEDIUM,53.7,69.6
